"Date","Price","Open","High","Low","Change %"
"03/10/2021","14.220","16.361","16.361","14.220","0.14%"
"03/09/2021","14.200","14.000","15.500","14.000","1.16%"
"03/08/2021","14.037","13.978","14.037","13.977","-4.84%"
"03/05/2021","14.751","14.682","14.821","14.682","5.12%"
"03/04/2021","14.032","15.728","15.728","13.995","-6.11%"
"03/03/2021","14.945","14.937","14.937","14.937","7.18%"
"03/02/2021","13.944","14.073","15.230","13.936","1.83%"
"03/01/2021","13.694","13.694","13.894","13.694","-1.89%"
"02/26/2021","13.958","13.958","13.958","13.958","1.15%"
"02/25/2021","13.799","13.799","13.799","13.799","-1.44%"
"02/24/2021","14.000","13.740","14.000","13.740","1.24%"
"02/23/2021","13.829","13.829","13.829","13.828","-0.68%"
"02/22/2021","13.924","0.000","13.924","13.924","1.53%"
"02/19/2021","13.714","14.156","14.156","13.714","-0.25%"
"02/18/2021","13.749","14.280","14.280","13.749","0.60%"
"02/17/2021","13.667","14.000","14.251","13.511","0.22%"
"02/16/2021","13.637","13.688","13.770","13.425","-0.31%"
"02/15/2021","13.679","14.153","14.153","13.578","-1.68%"
"02/12/2021","13.913","14.329","14.329","13.873","-1.65%"
"02/11/2021","14.147","14.096","14.147","13.959","-0.16%"
"02/10/2021","14.169","14.214","14.351","13.963","0.75%"
"02/09/2021","14.063","14.341","14.582","14.063","-1.61%"
"02/08/2021","14.293","14.361","14.487","13.745","1.39%"
"02/05/2021","14.097","14.469","14.469","14.097","-0.33%"
"02/04/2021","14.144","14.155","14.537","14.144","0.13%"
"02/03/2021","14.125","0.000","14.404","14.125","0.74%"
"02/02/2021","14.021","14.383","14.383","14.021","-0.69%"
"02/01/2021","14.119","14.393","14.393","14.029","-0.76%"
"01/29/2021","14.227","14.750","14.750","14.217","0.03%"
"01/28/2021","14.223","14.287","14.287","14.233","-0.84%"
"01/27/2021","14.344","14.234","15.437","14.129","1.21%"
"01/26/2021","14.172","0.000","14.172","14.172","0.39%"
"01/25/2021","14.117","14.181","15.503","14.071","-0.98%"
"01/22/2021","14.257","0.000","0.000","0.000","-1.34%"
"01/21/2021","14.450","0.000","0.000","0.000","-0.95%"
"01/20/2021","14.589","0.000","0.000","0.000","-0.73%"
"01/19/2021","14.697","0.000","0.000","0.000","-1.17%"
"01/18/2021","14.871","0.000","0.000","0.000","-0.77%"
"01/15/2021","14.986","0.000","15.350","14.986","-2.37%"
"01/14/2021","15.350","0.000","15.350","15.223","1.94%"
"01/13/2021","15.058","0.000","0.000","0.000","0.36%"
"01/12/2021","15.004","0.000","0.000","0.000","-0.03%"
"01/11/2021","15.008","0.000","15.267","15.008","-1.55%"
"01/08/2021","15.245","0.000","15.245","15.245","2.24%"
"01/07/2021","14.911","0.000","14.911","14.911","3.58%"
"01/06/2021","14.395","0.000","14.790","14.395","-2.55%"
"01/05/2021","14.772","14.837","14.772","14.772","-0.49%"
"01/04/2021","14.845","14.845","14.845","14.845","0.70%"
"12/31/2020","14.742","14.700","14.800","14.642","1.74%"
"12/30/2020","14.490","14.783","14.981","14.449","-4.90%"
"12/29/2020","15.237","14.774","15.620","14.523","4.27%"
"12/28/2020","14.613","14.613","14.613","14.613","1.40%"
"12/25/2020","14.411","14.411","14.411","14.411","0.43%"
"12/24/2020","14.349","14.349","14.349","14.349","0.38%"
"12/22/2020","14.294","0.000","14.294","14.294","-0.76%"
"12/21/2020","14.404","0.000","14.404","14.404","0.74%"
"12/18/2020","14.298","14.403","14.403","14.298","0.83%"
"12/17/2020","14.180","14.575","14.720","14.180","0.08%"
"12/16/2020","14.169","14.336","14.336","14.129","1.04%"
"12/15/2020","14.023","14.150","14.450","13.975","-0.40%"
"12/14/2020","14.080","14.195","14.363","14.054","-0.13%"
"12/11/2020","14.099","14.460","14.460","14.099","-3.02%"
"12/10/2020","14.538","14.675","15.900","14.538","-0.83%"
"12/09/2020","14.659","14.694","14.794","14.598","-2.41%"
"12/08/2020","15.021","15.021","15.021","15.021","3.19%"
"12/07/2020","14.557","14.557","14.557","14.560","0.03%"
"12/04/2020","14.553","14.553","14.553","14.553","0.97%"
"12/02/2020","14.413","0.000","14.413","14.413","0.50%"
"12/01/2020","14.342","0.000","14.342","14.342","1.13%"
"11/30/2020","14.182","0.000","14.182","14.182","-0.08%"
"11/26/2020","14.194","14.194","14.194","14.194","1.44%"
"11/25/2020","13.993","13.993","13.993","13.993","-0.96%"
"11/24/2020","14.129","14.129","14.129","14.129","4.95%"
"11/20/2020","13.463","0.000","13.463","13.463","2.63%"
"11/19/2020","13.118","0.000","13.118","13.118","0.30%"
"11/18/2020","13.079","0.000","13.079","13.079","0.07%"
"11/17/2020","13.070","0.000","13.070","13.070","0.16%"
"11/16/2020","13.049","0.000","13.049","13.049","-0.56%"
"11/13/2020","13.122","0.000","0.000","0.000","0.14%"
"11/12/2020","13.104","0.000","0.000","0.000","-1.39%"
"11/11/2020","13.289","13.956","0.000","0.000","-4.70%"
"11/10/2020","13.945","0.000","0.000","0.000","-1.53%"
"11/09/2020","14.161","0.000","14.319","14.161","-0.48%"
"11/06/2020","14.229","0.000","14.229","14.229","-2.71%"
"11/05/2020","14.626","0.000","14.626","14.626","0.49%"
"11/04/2020","14.554","0.000","14.554","14.554","0.79%"
"11/03/2020","14.440","0.000","14.440","14.440","1.79%"
"11/02/2020","14.186","0.000","14.186","14.186","3.93%"
"10/28/2020","13.650","0.000","13.290","12.775","2.71%"
"10/27/2020","13.290","13.290","13.290","12.775","5.65%"
"10/26/2020","12.579","12.579","13.217","12.579","-1.62%"
"10/23/2020","12.786","12.786","12.786","12.786","7.47%"
"10/22/2020","11.897","11.897","11.897","11.897","-0.08%"
"10/21/2020","11.907","0.000","11.907","11.907","2.61%"
"10/20/2020","11.604","11.640","11.604","11.604","0.74%"
"10/19/2020","11.519","0.000","11.800","11.519","10.77%"
"10/09/2020","10.399","0.000","10.778","10.399","2.55%"
"10/08/2020","10.140","0.000","11.126","10.140","0.18%"
"10/07/2020","10.122","10.122","10.122","10.122","-2.22%"
"10/06/2020","10.352","10.352","10.352","10.352","-2.06%"
"10/05/2020","10.570","10.570","10.570","10.570","-1.45%"
"10/02/2020","10.725","10.725","10.725","10.725","0.05%"
"10/01/2020","10.720","10.697","10.720","10.720","0.59%"
"09/30/2020","10.657","10.657","10.657","10.657","-1.81%"
"09/29/2020","10.853","10.853","10.853","10.853","-1.67%"
"09/28/2020","11.037","11.037","11.037","10.999","0.34%"
"09/25/2020","11.000","11.000","11.000","11.000","1.16%"
"09/24/2020","10.874","10.874","10.874","10.874","1.36%"
"09/23/2020","10.728","10.728","10.728","10.728","3.72%"
"09/22/2020","10.343","10.343","10.343","10.343","-1.86%"
"09/21/2020","10.539","10.539","10.539","10.524","0.06%"
"09/18/2020","10.533","10.533","10.533","10.533","1.57%"
"09/17/2020","10.370","10.370","10.370","10.370","3.10%"
"09/16/2020","10.058","10.000","10.058","10.000","-3.53%"
"09/15/2020","10.426","10.000","10.426","10.426","-3.60%"
"09/14/2020","10.815","10.815","10.815","10.815","3.22%"
"09/11/2020","10.478","10.771","10.478","10.284","-0.34%"
"09/10/2020","10.514","10.514","10.514","10.514","-4.42%"
"09/09/2020","11.000","11.000","11.000","11.000","1.08%"
"09/08/2020","10.883","10.883","10.883","10.398","6.21%"
"09/07/2020","10.247","10.247","10.247","10.247","-2.54%"
"09/04/2020","10.514","10.514","10.514","10.514","0.36%"
"09/03/2020","10.476","10.562","10.476","10.476","-1.21%"
"09/02/2020","10.604","10.604","10.604","10.604","-1.98%"
"09/01/2020","10.818","10.818","10.818","10.818","-0.36%"
"08/31/2020","10.857","10.857","10.857","10.857","3.05%"
"08/28/2020","10.536","10.536","10.536","10.536","-6.98%"
"08/27/2020","11.326","11.326","11.326","11.326","-1.36%"
"08/26/2020","11.482","11.482","11.482","11.482","0.11%"
"08/25/2020","11.469","11.469","11.469","11.469","0.77%"
"08/24/2020","11.381","11.381","11.381","11.381","6.51%"
"08/21/2020","10.685","11.063","11.292","10.685","0.81%"
"08/20/2020","10.599","10.599","10.948","10.599","-1.92%"
"08/19/2020","10.807","10.807","10.895","10.807","-3.22%"
"08/18/2020","11.167","11.488","11.167","11.167","3.27%"
"08/17/2020","10.813","10.813","10.813","10.813","-0.36%"
"08/14/2020","10.852","10.604","10.604","10.604","2.50%"
"08/13/2020","10.587","10.587","10.587","10.587","2.93%"
"08/12/2020","10.286","10.286","10.286","10.286","-2.07%"
"08/11/2020","10.503","10.503","10.503","10.503","-0.31%"
"08/10/2020","10.536","10.536","10.536","10.536","17.50%"
"08/07/2020","8.967","8.967","8.967","8.967","2.54%"
"08/05/2020","8.745","8.745","8.877","8.681","1.69%"
"08/04/2020","8.600","8.600","8.728","8.600","3.61%"
"07/24/2020","8.300","0.000","0.000","0.000","-1.28%"
"07/23/2020","8.408","0.000","8.408","8.408","5.55%"
"07/20/2020","7.966","0.000","7.966","7.759","0.98%"
"07/17/2020","7.889","0.000","7.889","7.889","-0.50%"
"07/16/2020","7.929","0.000","7.929","7.929","-1.91%"
"07/13/2020","8.083","8.070","8.070","8.070","1.24%"
"07/10/2020","7.984","7.984","7.984","7.984","-0.30%"
"07/09/2020","8.008","8.008","8.008","8.008","0.05%"
"07/08/2020","8.004","8.105","8.105","8.004","-3.57%"
"07/07/2020","8.300","8.300","8.300","8.300","0.00%"
"07/06/2020","8.300","8.300","8.448","8.300","-1.68%"
"07/03/2020","8.442","8.442","8.442","8.442","2.01%"
"07/02/2020","8.276","8.276","8.276","8.276","0.06%"
"07/01/2020","8.271","8.271","8.271","8.271","2.75%"
"06/30/2020","8.050","0.000","8.283","8.050","-0.62%"
"06/29/2020","8.100","0.000","8.348","8.100","1.25%"
"06/25/2020","8.000","8.000","8.214","8.000","0.00%"
"06/24/2020","8.000","8.000","8.155","8.000","0.00%"
"06/23/2020","8.000","8.000","8.000","8.000","0.31%"
"06/22/2020","7.975","7.975","8.079","7.975","-1.23%"
"06/19/2020","8.074","8.074","8.074","8.074","-0.32%"
"06/18/2020","8.100","8.100","8.100","8.100","0.62%"
"06/17/2020","8.050","8.050","8.050","8.050","0.63%"
"06/16/2020","8.000","8.000","8.091","8.000","-1.12%"
"06/15/2020","8.091","8.091","8.091","8.091","1.00%"
"06/12/2020","8.011","8.011","8.011","8.011","3.42%"
"06/11/2020","7.746","7.834","7.746","7.746","1.96%"
"06/10/2020","7.597","7.597","7.597","7.597","1.10%"
"06/09/2020","7.514","7.514","7.594","7.514","0.37%"
"06/08/2020","7.486","7.486","7.679","7.486","-0.66%"
"06/05/2020","7.536","7.536","7.536","7.536","1.03%"
"06/04/2020","7.459","7.459","7.459","7.459","0.20%"
"06/03/2020","7.444","7.444","7.444","7.444","2.00%"
"06/02/2020","7.298","7.298","7.298","7.194","1.21%"
"06/01/2020","7.211","7.211","7.211","7.211","-0.14%"
"05/29/2020","7.221","7.231","7.221","7.221","-2.17%"
"05/28/2020","7.381","0.000","7.381","7.381","0.65%"
"05/27/2020","7.333","0.000","7.401","7.333","-0.10%"
"05/22/2020","7.340","0.000","0.000","0.000","-0.43%"
"05/21/2020","7.372","7.372","7.372","7.372","1.60%"
"05/20/2020","7.256","7.256","7.256","7.256","-4.12%"
"05/18/2020","7.568","7.568","7.568","7.568","-1.55%"
"05/15/2020","7.687","7.959","8.219","7.959","1.67%"
"05/14/2020","7.561","7.561","8.068","7.561","0.67%"
"05/13/2020","7.511","0.000","7.511","7.511","-3.58%"
"05/12/2020","7.790","0.000","7.790","7.850","2.07%"
"05/11/2020","7.632","7.632","7.632","7.632","-2.55%"
"05/08/2020","7.832","0.000","7.832","7.832","-0.90%"
"05/07/2020","7.903","8.057","7.903","7.903","7.39%"
"05/06/2020","7.359","0.000","7.191","7.191","6.62%"
"05/04/2020","6.902","7.093","6.902","6.902","-2.25%"
"04/30/2020","7.061","0.000","7.061","7.061","-2.45%"
"04/29/2020","7.238","7.238","7.238","7.238","-1.30%"
"04/28/2020","7.333","7.333","7.333","7.333","-4.52%"
"04/27/2020","7.680","7.680","7.880","7.680","0.12%"
"04/24/2020","7.671","7.721","0.000","0.000","-3.41%"
"04/22/2020","7.942","0.000","0.000","0.000","-7.90%"
"04/21/2020","8.623","8.987","8.987","8.623","-3.11%"
"04/20/2020","8.900","8.900","8.900","8.900","-11.01%"
"04/17/2020","10.001","10.593","10.593","10.001","-2.45%"
"04/16/2020","10.252","10.537","10.606","10.182","-0.23%"
"04/15/2020","10.276","11.005","11.058","10.824","1.57%"
"04/14/2020","10.117","10.703","10.703","10.059","0.77%"
"04/13/2020","10.040","10.378","10.519","9.980","-1.91%"
"04/10/2020","10.236","10.332","10.623","10.236","1.13%"
"04/09/2020","10.122","10.410","10.410","10.122","-1.82%"
"04/08/2020","10.310","10.620","10.830","10.310","0.83%"
"04/07/2020","10.225","10.407","10.412","10.206","-1.41%"
"04/06/2020","10.371","10.306","10.566","10.306","0.41%"
"04/03/2020","10.329","10.840","10.840","10.296","2.15%"
"04/02/2020","10.112","10.560","10.859","10.112","-0.99%"
"04/01/2020","10.213","10.250","10.555","10.213","0.27%"
"03/31/2020","10.186","10.619","10.685","10.186","1.06%"
"03/30/2020","10.079","10.500","10.500","10.079","-0.83%"
"03/27/2020","10.163","10.709","10.709","10.163","-0.14%"
"03/26/2020","10.177","10.184","10.641","10.080","0.65%"
"03/25/2020","10.111","10.909","11.146","10.064","-3.49%"
"03/24/2020","10.477","10.710","11.205","10.477","2.81%"
"03/23/2020","10.191","10.777","10.900","10.191","1.31%"
"03/20/2020","10.059","10.154","10.304","10.039","-1.94%"
"03/19/2020","10.258","10.844","10.844","10.258","2.58%"
"03/18/2020","10.000","11.074","11.074","10.000","-0.25%"
"03/17/2020","10.025","11.092","11.092","10.025","-7.57%"
"03/16/2020","10.846","10.846","10.846","10.846","4.58%"
"03/13/2020","10.371","9.079","10.623","9.079","2.77%"
"03/12/2020","10.091","10.252","10.345","10.091","-1.89%"
"03/11/2020","10.285","10.453","10.453","10.198","0.34%"
"03/10/2020","10.250","10.984","10.984","10.250","-2.83%"
"03/09/2020","10.548","9.855","10.752","9.855","3.92%"
"03/06/2020","10.150","10.479","10.482","10.150","-2.54%"
"03/05/2020","10.414","10.505","10.696","10.283","-0.73%"
"03/04/2020","10.491","10.400","10.543","10.400","0.52%"
"03/03/2020","10.437","11.120","11.120","10.413","-1.67%"
"03/02/2020","10.614","10.860","11.000","10.500","-3.13%"
"02/28/2020","10.957","10.957","11.071","10.814","3.86%"
"02/27/2020","10.550","10.800","11.030","10.280","1.44%"
"02/26/2020","10.400","10.900","10.900","10.350","0.97%"
"02/25/2020","10.300","10.900","10.900","10.300","-0.24%"
"02/24/2020","10.325","10.850","11.000","10.300","0.35%"
"02/21/2020","10.289","10.289","10.289","10.289","0.63%"
"02/20/2020","10.225","10.225","10.225","10.225","0.86%"
"02/19/2020","10.138","10.718","10.718","10.138","0.34%"
"02/18/2020","10.104","10.212","10.536","10.086","-0.54%"
"02/17/2020","10.159","11.066","11.066","10.159","-0.44%"
"02/14/2020","10.204","10.209","10.204","10.204","-3.74%"
"02/13/2020","10.600","10.600","10.600","10.600","0.54%"
"02/12/2020","10.543","10.748","10.876","10.543","4.93%"
"02/11/2020","10.048","10.048","10.048","10.048","-3.74%"
"02/10/2020","10.438","11.218","11.233","10.438","6.20%"
"02/07/2020","9.829","9.820","9.995","9.786","1.68%"
"02/06/2020","9.667","9.917","9.917","9.125","0.57%"
"02/05/2020","9.612","10.187","10.200","9.593","0.34%"
"02/04/2020","9.579","9.743","9.743","9.579","-1.39%"
"02/03/2020","9.714","9.887","9.936","9.714","0.43%"
"01/31/2020","9.672","9.815","9.672","9.672","-0.24%"
"01/30/2020","9.695","9.695","9.695","9.695","0.12%"
"01/29/2020","9.683","9.683","9.683","9.683","4.92%"
"01/28/2020","9.229","9.229","9.229","9.164","0.71%"
"01/27/2020","9.164","9.164","9.254","9.164","-0.39%"
"01/24/2020","9.200","9.500","9.219","9.200","-0.43%"
"01/23/2020","9.240","9.432","9.240","9.240","0.43%"
"01/22/2020","9.200","9.200","9.200","9.200","-0.24%"
"01/21/2020","9.222","9.475","9.222","9.232","-0.11%"
"01/20/2020","9.232","9.475","9.232","9.232","0.94%"
"01/17/2020","9.146","9.146","9.146","9.146","-1.82%"
"01/16/2020","9.316","9.989","9.316","9.316","-2.61%"
"01/15/2020","9.566","9.994","9.566","9.456","-3.15%"
"01/14/2020","9.877","10.252","10.018","9.877","-1.04%"
"01/13/2020","9.981","10.192","10.192","9.981","-3.22%"
"01/10/2020","10.313","10.326","10.773","10.313","0.72%"
"01/09/2020","10.239","10.512","10.614","10.239","-3.73%"
"01/08/2020","10.636","10.589","10.636","10.557","0.04%"
"01/07/2020","10.632","10.582","10.632","10.415","0.42%"
"01/06/2020","10.588","10.588","10.588","10.588","0.90%"
"01/03/2020","10.494","10.494","10.539","10.494","-0.02%"
"01/02/2020","10.496","10.345","10.496","10.496","2.26%"
"12/31/2019","10.264","10.264","10.264","10.264","-0.39%"
"12/30/2019","10.304","10.304","10.304","10.304","-1.27%"
"12/27/2019","10.437","10.437","10.437","10.437","0.28%"
"12/26/2019","10.408","10.408","12.019","10.392","-1.06%"
"12/25/2019","10.520","10.520","10.520","10.520","0.34%"
"12/24/2019","10.484","10.484","10.484","10.484","-0.80%"
"12/23/2019","10.569","10.569","10.753","10.569","0.49%"
"12/20/2019","10.517","10.517","10.517","10.407","1.25%"
"12/19/2019","10.387","10.387","10.572","10.387","-3.23%"
"12/18/2019","10.734","10.734","10.734","10.734","2.88%"
"12/17/2019","10.434","10.565","10.670","10.434","-0.89%"
"12/16/2019","10.528","10.528","10.528","10.482","0.44%"
"12/13/2019","10.482","10.482","10.482","10.482","-1.68%"
"12/12/2019","10.661","10.661","10.661","10.661","-0.40%"
"12/11/2019","10.704","10.704","10.704","10.704","-0.72%"
"12/10/2019","10.782","10.782","11.433","10.782","-0.64%"
"12/09/2019","10.851","10.851","11.156","10.851","-1.63%"
"12/06/2019","11.031","11.031","11.108","11.031","2.28%"
"12/05/2019","10.785","10.785","11.137","10.785","-2.78%"
"12/04/2019","11.093","11.093","11.093","11.093","2.80%"
"12/03/2019","10.791","11.160","11.103","10.791","-2.60%"
"12/02/2019","11.079","11.160","11.079","10.954","0.40%"
"11/29/2019","11.035","11.035","11.035","11.035","-0.26%"
"11/28/2019","11.064","11.064","11.064","11.064","0.55%"
"11/27/2019","11.004","11.004","11.004","11.004","0.18%"
"11/26/2019","10.984","11.312","10.984","10.984","-0.74%"
"11/25/2019","11.066","10.984","11.066","11.066","1.99%"
"11/22/2019","10.850","10.850","10.850","10.850","-0.17%"
"11/21/2019","10.869","10.931","10.869","10.742","1.32%"
"11/20/2019","10.727","10.727","10.727","10.727","0.02%"
"11/19/2019","10.725","10.725","10.725","10.725","2.44%"
"11/18/2019","10.470","11.001","10.470","10.470","-1.97%"
"11/15/2019","10.680","10.680","10.680","10.680","-0.54%"
"11/14/2019","10.738","10.738","10.738","10.738","-0.93%"
"11/13/2019","10.839","10.839","11.605","10.839","-0.01%"
"11/12/2019","10.840","10.840","11.453","10.840","-3.77%"
"11/11/2019","11.265","11.265","11.615","11.265","-1.46%"
"11/08/2019","11.432","11.711","11.432","11.432","-1.71%"
"11/07/2019","11.631","11.631","11.631","11.631","-2.69%"
"11/06/2019","11.952","12.568","11.952","11.853","-0.73%"
"11/05/2019","12.040","12.040","12.040","12.040","0.56%"
"11/04/2019","11.973","11.973","11.973","11.973","-1.53%"
"11/01/2019","12.159","12.159","12.159","12.159","2.06%"
"10/31/2019","11.913","12.997","12.997","11.881","-2.62%"
"10/30/2019","12.233","12.714","13.083","12.233","-0.12%"
"10/28/2019","12.248","12.248","12.248","12.225","0.19%"
"10/25/2019","12.225","12.225","12.225","12.225","-4.19%"
"10/24/2019","12.759","12.759","12.759","12.759","-4.76%"
"10/23/2019","13.396","13.396","13.480","13.396","-0.03%"
"10/22/2019","13.400","13.400","13.900","13.400","0.57%"
"10/21/2019","13.324","13.324","13.467","13.324","-0.41%"
"10/18/2019","13.379","15.232","13.379","13.379","-10.87%"
"10/17/2019","15.010","15.588","15.010","15.010","-0.94%"
"10/16/2019","15.152","15.433","15.152","15.152","2.73%"
"10/15/2019","14.750","14.750","14.750","14.750","3.68%"
"10/14/2019","14.226","14.226","14.226","14.226","10.46%"
"10/11/2019","12.879","13.675","12.879","12.879","-2.38%"
"10/10/2019","13.193","13.536","13.193","13.193","4.78%"
"10/09/2019","12.591","12.576","12.591","12.550","-1.60%"
"10/08/2019","12.796","13.670","13.670","12.780","2.05%"
"10/07/2019","12.539","12.539","12.539","12.493","2.26%"
"10/04/2019","12.262","12.262","12.262","12.262","-5.22%"
"10/03/2019","12.938","12.938","13.750","12.938","-2.97%"
"10/02/2019","13.334","13.334","13.334","13.334","-0.08%"
"10/01/2019","13.345","13.345","13.523","13.345","-0.68%"
"09/30/2019","13.437","13.437","13.514","13.437","-0.19%"
"09/27/2019","13.462","13.746","13.746","13.462","-2.75%"
"09/26/2019","13.843","13.843","13.843","13.843","-0.05%"
"09/25/2019","13.850","13.850","13.850","13.850","-1.37%"
"09/24/2019","14.043","14.043","14.043","14.043","-1.42%"
"09/23/2019","14.246","14.246","14.246","14.246","-1.07%"
"09/20/2019","14.400","14.400","14.400","14.400","0.27%"
"09/19/2019","14.361","14.361","14.361","14.361","0.29%"
"09/18/2019","14.320","14.320","14.320","14.320","-3.25%"
"09/17/2019","14.801","14.801","14.917","14.775","0.17%"
"09/16/2019","14.776","14.776","14.869","14.776","-0.14%"
"09/13/2019","14.797","14.797","14.797","14.797","-1.62%"
"09/12/2019","15.041","15.041","15.041","15.041","-1.37%"
"09/11/2019","15.250","15.250","15.250","15.250","-0.89%"
"09/10/2019","15.387","15.512","15.387","15.054","1.64%"
"09/09/2019","15.139","15.139","15.139","15.139","-1.45%"
"09/06/2019","15.361","15.361","15.361","15.361","0.31%"
"09/05/2019","15.314","15.314","15.314","15.314","-1.35%"
"09/04/2019","15.523","15.523","15.523","15.523","-1.44%"
"09/03/2019","15.749","15.889","15.889","15.749","-3.09%"
"09/02/2019","16.251","16.251","16.251","16.251","-1.60%"
"08/29/2019","16.516","16.516","16.691","16.516","-0.52%"
"08/28/2019","16.602","16.602","16.884","16.602","-2.28%"
"08/27/2019","16.990","16.990","16.990","16.990","-0.81%"
"08/26/2019","17.129","16.661","17.129","16.661","2.81%"
"08/23/2019","16.661","16.661","16.661","16.661","1.65%"
"08/22/2019","16.390","16.390","16.390","16.390","2.30%"
"08/21/2019","16.021","16.021","16.021","16.021","0.38%"
"08/20/2019","15.960","15.960","15.960","15.960","3.69%"
"08/19/2019","15.392","15.392","15.392","15.392","-1.45%"
"08/16/2019","15.619","15.436","15.851","15.436","-2.49%"
"08/15/2019","16.018","16.018","16.018","16.018","3.94%"
"08/09/2019","15.411","15.411","15.411","15.411","-3.40%"
"08/08/2019","15.953","16.140","15.953","15.953","-0.97%"
"08/07/2019","16.110","16.110","16.110","16.110","-0.19%"
"08/06/2019","16.140","16.348","16.348","16.140","-2.59%"
"08/05/2019","16.569","16.569","17.047","16.569","-2.80%"
"08/02/2019","17.046","17.046","17.046","17.046","1.81%"
"08/01/2019","16.743","16.874","18.607","16.743","0.22%"
"07/31/2019","16.707","17.033","18.716","16.707","-0.81%"
"07/30/2019","16.844","17.617","18.716","16.844","-1.41%"
"07/29/2019","17.085","17.510","18.716","17.085","-1.64%"
"07/26/2019","17.369","17.943","18.716","17.369","-2.77%"
"07/25/2019","17.864","18.450","18.716","17.864","-1.25%"
"07/24/2019","18.090","18.344","18.696","18.090","0.30%"
"07/23/2019","18.036","18.036","18.696","18.036","-1.70%"
"07/22/2019","18.347","18.347","18.693","18.347","-1.71%"
"07/19/2019","18.666","18.666","18.666","18.666","-0.74%"
"07/18/2019","18.806","18.806","18.806","18.806","-1.18%"
"07/17/2019","19.031","19.031","19.031","19.031","-3.54%"
"07/16/2019","19.730","19.730","19.730","19.730","-0.97%"
"07/12/2019","19.924","19.924","19.924","19.924","-0.24%"
"07/11/2019","19.971","19.971","19.971","19.971","-3.00%"
"07/10/2019","20.588","20.588","20.588","20.588","-0.57%"
"07/09/2019","20.707","20.707","21.120","20.707","-0.88%"
"07/08/2019","20.891","20.074","20.891","20.074","2.77%"
"07/05/2019","20.327","20.327","0.000","0.000","-1.71%"
"07/04/2019","20.681","20.681","23.711","20.681","-2.56%"
"07/03/2019","21.225","21.225","23.711","21.225","-0.15%"
"07/02/2019","21.257","21.257","21.257","21.257","0.94%"
"07/01/2019","21.060","21.060","22.527","21.060","-1.33%"
"06/28/2019","21.344","21.344","22.221","21.344","-0.16%"
"06/27/2019","21.379","21.379","21.379","21.379","1.15%"
"06/26/2019","21.135","21.135","21.793","21.135","-2.77%"
"06/25/2019","21.737","21.703","21.737","21.703","3.97%"
"06/24/2019","20.907","21.810","22.336","20.907","-3.75%"
"06/21/2019","21.721","23.090","23.977","21.721","-2.50%"
"06/20/2019","22.279","0.000","23.977","22.010","-2.78%"
"06/19/2019","22.915","22.034","22.915","22.034","2.56%"
"06/18/2019","22.343","24.825","24.825","22.000","0.82%"
"06/17/2019","22.161","24.020","24.130","21.997","0.45%"
"06/14/2019","22.061","22.061","23.757","22.061","-4.60%"
"06/13/2019","23.124","23.124","23.124","21.874","5.28%"
"06/12/2019","21.964","21.964","21.964","21.964","-2.19%"
"06/11/2019","22.455","22.455","23.625","22.455","-4.10%"
"06/10/2019","23.415","23.415","23.415","23.415","4.12%"
"06/07/2019","22.488","22.488","23.221","22.488","-2.46%"
"05/31/2019","23.054","23.054","23.054","23.054","-0.68%"
"05/30/2019","23.211","23.211","23.211","23.211","1.88%"
"05/29/2019","22.783","22.783","22.783","22.783","0.41%"
"05/28/2019","22.691","22.691","23.654","22.691","-1.18%"
"05/27/2019","22.961","22.961","22.961","22.961","-0.95%"
"05/24/2019","23.181","23.181","23.540","23.181","1.02%"
"05/23/2019","22.946","22.946","22.946","22.946","0.57%"
"05/22/2019","22.816","23.123","23.123","23.123","-1.09%"
"05/21/2019","23.068","23.068","23.068","23.068","1.81%"
"05/20/2019","22.657","23.105","23.105","22.657","-1.15%"
"05/17/2019","22.921","22.921","22.921","22.921","1.30%"
"05/16/2019","22.626","23.457","22.626","22.626","2.50%"
"05/15/2019","22.075","22.529","22.075","22.075","-1.46%"
"05/14/2019","22.401","22.401","22.401","22.401","-2.91%"
"05/13/2019","23.073","23.073","23.073","22.708","-8.33%"
"05/10/2019","25.171","24.981","24.854","22.761","8.88%"
"05/09/2019","23.119","23.140","23.119","23.016","0.02%"
"05/08/2019","23.115","23.172","23.115","23.115","-0.21%"
"05/07/2019","23.164","24.324","23.164","23.164","3.81%"
"05/06/2019","22.313","23.128","22.627","22.313","-1.21%"
"05/03/2019","22.586","22.586","22.586","22.463","-1.96%"
"05/02/2019","23.037","23.037","23.037","23.037","0.25%"
"04/30/2019","22.979","22.979","22.979","22.979","3.96%"
"04/29/2019","22.103","0.000","22.103","22.103","3.26%"
"04/26/2019","21.406","0.000","21.406","21.406","1.08%"
"04/25/2019","21.177","0.000","21.177","21.177","-1.03%"
"04/24/2019","21.398","0.000","21.398","21.398","2.39%"
"04/22/2019","20.898","0.000","20.898","20.898","-1.10%"
"04/19/2019","21.131","0.000","21.131","21.140","-3.02%"
"04/18/2019","21.790","0.000","21.790","21.790","2.04%"
"04/17/2019","21.355","0.000","21.355","21.271","0.13%"
"04/16/2019","21.327","0.000","21.327","21.076","1.74%"
"04/15/2019","20.963","0.000","20.963","20.963","2.48%"
"04/12/2019","20.456","0.000","21.773","20.456","0.01%"
"04/11/2019","20.453","0.000","21.497","20.453","0.06%"
"04/10/2019","20.440","0.000","22.183","20.440","-1.46%"
